text,bias
"president donald trump has signed an executive order to declassify the information surrounding the assassinations of former president john f. kennedy, his brother, former u.s. sen. robert f. kennedy, and civil rights leader and reverend dr. martin luther king jr. according to an announcement from the white house, the files have not been fully released to the public in over 50 years since the assassinations took place, with the statement adding the families of president kennedy and dr. king, as well as the american people, deserve to have full disclosure and transparency around their respective deaths. the statement notes that the president john f. kennedy assassination records collection act of 1992 required all documents related to the assassination of kennedy to be publicly disclosed in full by october 26, 2017. however, the information could remain undisclosed if a president finds there is œidentifiable harm to the military defense, intelligence operations, law enforcement, or conduct of foreign relations; and (ii) the identifiable harm is of such gravity that it outweighs the public interest in disclosure. œi previously accepted proposed redactions from executive departments and agencies ¦ in 2017 and 2018 but ordered the continued re-evaluation of those remaining redactions, trump said in the statement, œin the presidential memorandum of april 26, 2018, i also ordered agencies to re-review each of those redactions over the next 3 years and disclose information that no longer warrants continued withholding under the standard set forth. trump noted former president joe biden also delayed the files being disclosed to the public in 2021, 2022, and 2023 to give agencies sufficient amount of time to review the records and what they wanted to continue to withhold. œi have now determined that the continued redaction and withholding of information from records pertaining to the assassination of president john f. kennedy is not consistent with the public interest and the release of these records is long overdue, trump said, œand although no act of congress directs the release of information pertaining to the assassinations of senator robert f. kennedy and the reverend dr. martin luther king, jr., i have determined that the release of all records in the federal governments possession pertaining to each of those assassinations is also in the public interest. the director of national intelligence and the attorney general, alongside the assistant to the president for national security affairs and the counsel to the president, are now tasked with presenting a plan to release the documents related to kennedys assassination file to trump within the next 15 days. the same agencies will have approximately 45 days to present a similar plan to trump related to the assassination of dr. king. during the executive orders signing, trump told reporters people had been waiting for decades for the information around the assassinations to be released. œa lot of people have been waiting for this for years, for decades, and everything will be revealed, trump said before asking to have the pen he used to sign the order handed to robert f. kennedy jr. breaking: president trump signs order to declassify the john f. kennedy, robert f. kennedy, and martin luther king jr. files.

""everything will be revealed,"" trump said while signing.

during his podcast appearance with joe rogan, trump said it was time to open the files, saying¦ pic.twitter.com/tdfaqhnvd7    ",5
" two federal agencies seemed to attempt to keep their diversity, equity and inclusion (dei) programs and staff onboard amid president donald trumps crackdown. trump signed a flurry of executive orders cracking down on dei on tuesday, including a ban on diversity programs in the federal government. just days later, the alcohol, tobacco, firearms and explosives bureau (atf) and customs and border protection (cbp) changed the names of their dei-related programs and staff positions, while seemingly retaining personnel and policy. œindividual dignity, hard work, and excellence are fundamental to american greatness, the white house said in a statement wednesday. œthis executive order reaffirms these values by ending the biden-harris administrations anti-constitutional and deeply demeaning ˜equity mandates, terminating dei, and protecting civil rights. the atf changed chief diversity officer lisa boykins official title to simply œsenior executive under the office of the director as late as thursday, according to archives of the agencys official leadership page. boykin was appointed as the agencys first chief diversity officer in 2021, previously serving in a human resources capacity for the agency since 2016, according to leadership connect. the atf did not respond to the daily caller news foundations questions on whether boykin would continue her previous activities despite the title change. œatf has always been a corrupt, tyrannical agency that is unworthy of american tax dollars, aidan johnston, director of federal affairs for gun owners of america, told the dcnf. œthis week, its blatant disregard for the rule of law was on full display when they attempted to hide their ˜chief diversity officer under a new title in direct opposition to trumps executive order. cbp renamed their œdiversity and inclusion webpage to œspecial emphasis programs (sep) at some point between jan. 21 and the early morning of jan. 23, according to a web archives. the agency has since taken down this webpage, instead redirecting to a section on equal opportunity employment. seps were aimed at creating a œdiverse, inclusive and engaged workforce and working to œsupport underrepresented minority communities, according to the screenshot. cbp referred the dcnfs questions as to why the webpage was taken down, or if the program is still offered, to the white house. the white house did not immediately respond to the dcnfs request for comment. œtrumps executive orders end racial preferences in the federal government, in federal contracting, and grant-writing, giancarlo canaparo, senior legal fellow at the heritage foundations edwin meese iii center for legal and judicial studies, previously told the dcnf. œif that was all trump did, those would be some of the most significant presidential actions for race neutrality in recent memory. but trump has also directed the full enforcement power of the federal government against private discriminators. president joe biden issued an executive order on his first day in 2021 establishing a œwhole-of-government equity agenda, directing every agency to conduct an equity assessment. he followed up in june that year, issuing another executive order requiring agencies to implement dei training programs for employees, informing them about systemic racism and dei principles in hiring and promotion practices. dei has long been criticized for forgoing advancement based on merit in favor of factoring in immutable factors to decision making, such as race and gender. all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
" the senate voted overwhelmingly to confirm former director of national intelligence john ratcliffe to lead the central intelligence agency (cia) thursday despite some democratic lawmakers voting against the trump nominee. senators approved ratcliffes confirmation 74 to 25 with nearly half of democratic lawmakers supporting president donald trumps cia nominee. democratic pennsylvania sen. john fetterman did not vote.  the bipartisan vote comes after democratic connecticut sen. chris murphy blocked ratcliffes quick confirmation by objecting to a time agreement that would have expedited a vote on his nomination. murphys refusal to give ratcliffe a swift confirmation vote will likely be the first of many objections by senate democrats to drag out the confirmation process for trumps cabinet nominees. the senate intelligence committee, under the leadership of republican arkansas sen. tom cotton, voted to advance ratcliffes nomination out of committee 14-3 monday evening with just three democratic lawmakers, including ron wyden of oregon and martin heinrich of new mexico, reportedly voting against the nominee. œour world is far too dangerous for any delay in having a senate-confirmed leader in charge of the cia, cotton and ranking member of the senate intel panel, democratic virginia sen. mark warner, said in a joint statement monday. œwe urge expeditious consideration of this important nomination. ratcliffe will helm the cia, the united states premier spy agency, during what he called œthe most challenging national security environment in our nations history in his opening remarks before the senate intelligence committee on jan. 15. he pledged to adhere to the cias core missions  including the collection of human intelligence  prioritize merit in hiring decisions and evaluate information without political bias during his confirmation hearing. œwe will collect intelligence  especially human intelligence  in every corner of the globe, no matter how dark or difficult, ratcliffe said in his testimony to the senate intel panel. œwe will produce insightful, objective, all-source analysis, never allowing political or personal biases to cloud our judgement or infect our products. we will conduct covert action at the direction of the president, going places no one else can go and doing things no one else can do. he also pledged to focus the chief spy agencys attention on the threats posed by the chinese communist party. œthe chinese communist party remains committed to dominating the world economically, technologically and militarily, ratcliffe said. œpresident trump has been an incredible leader on this issue, and it is encouraging that a bipartisan consensus has emerged in recent years. the recent creation of the cias china mission center is an example of the good work that must continue. œhe will bring valuable knowledge and experience to his new post, senate majority leader thune said tuesday on the senate floor prior to ratcliffes confirmation vote. œwe need a return to fundamentals [at the cia]. last week during his confirmation hearing, ratcliffe promised to return to the cias core mission. that means recruiting spies to collect intelligence and providing objective intelligence analysis without bias. ratcliffe is a former texas congressman who served in the house for nearly three terms prior to being tapped by trump to lead the dni in may 2020. when the senate voted on ratcliffes nomination to lead the dni in may 2020, zero democratic lawmakers voted in favor of his confirmation. the former director of the dni notably pushed back against the since-debunked letter from 51 intelligence officials alleging the new york posts reporting on hunter bidens laptop during his time leading the agency during the final year of trumps first term. the senate notably voted unanimously to approve former president joe bidens cia director, william burns, in march 2021 without a roll-call vote. all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
" budde pleaded with president donald trump and vice president j.d. vance to œhave mercy on those who allegedly œfear for their lives with the president returning to the oval office, drawing visible displeasure from vance and members of the trump family during tuesdays inaugural prayer service at the washington national cathedral. brecheens resolution denounces budde for œpromoting political bias instead of advocating for the full counsel of biblical teaching during her sermon, according to the resolutions text exclusively obtained by the daily caller news foundation. œtoday, i introduced a resolution to fully condemn the distorted message that was preached at president trump during the national prayer service on monday, brecheen told the dcnf in a statement. œi strongly urge my colleagues to act quickly on this resolution to show president trump that the sermon given is not reflective of the faith community at large.  the conservative house lawmaker left the inaugural prayer service in protest early following buddes decision to engage in political activism during her sermon, according to a post brecheen wrote on x tuesday. i purposely left the prayer service early after realizing how the pulpit was being used for liberal means and not for true worship unto god and to seek his will and wisdom. mr. president ¦ what accosted you today was political, not biblical.https://t.co/fpjwork4nm  congressman josh brecheen (@repbrecheen) january 22, 2025  cosponsors of brecheens resolution include republican reps. andrew clyde of georgia, glenn grothman of wisconsin, eric burlison of missouri, mary miller of illinois and mark harris of north carolina. buddes exhortation of trump to protect gay children and immigrants comes after the president has tapped many gay and lesbian americans to senior posts in his administration, including treasury secretary nominee scott bessent, who will be the highest ranking openly gay official to serve in the federal government in american history upon confirmation. the president has also asked various americans from immigrant backgrounds to serve in his white house, including department of government efficiency chair elon musk, ai and crypto czar david sacks and ai adviser sriram krishnan. œas you told the nation yesterday, you have felt the providential hand of a loving god. in the name of our god, i ask you to have mercy on the people in our country who are scared now, budde told trump during the service. œthere are gay, lesbian and transgender children in democratic, republican and independent families, some who fear for their lives. œand the people who pick our crops and clean our office buildings, who labor in poultry farms and meat packing plants, who wash the dishes after we eat in restaurants, who work the night shifts in hospitals, budde added. œthey may not be citizens or have the proper documentation, but the vast majority of immigrants are not criminals. they pay taxes and are good neighbors, they are faithful members of churches and our mosques, synagogues and temples. trump slammed budde in a truth social post written shortly after midnight wednesday, demanding an apology from the female bishop for making œinappropriate statements from the pulpit. œthe so-called bishop who spoke at the national prayer service on tuesday morning was a radical left hard line trump hater, trump said. œshe brought her church into the world of politics in a very ungracious way. she was nasty in tone, and not compelling or smart. she failed to mention the large number of illegal migrants that came into our country and killed people. many were deposited from jails and mental institutions. it is a giant crime wave that is taking place in the usa. apart from her inappropriate statements, the service was a very boring and uninspiring one. she is not very good at her job! she and her church owe the public an apology! budde told nprs œall things considered wednesday that she does not plan on apologizing to the president. œi dont hate the president, and i pray for him, budde told npr. œi dont feel theres a need to apologize for a request for mercy. œi regret that it was something that has caused the kind of response that it has, in the sense that it actually confirmed the very thing that i was speaking of earlier, which is our tendency to jump to outrage and not speak to one another with respect, budde added. œbut no, i wont, i wont apologize for what i said. budde did not immediately respond to the dcnfs request for comment. all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
" the university of washington faces growing accusations of failing to prevent œdisruption by protesters on campus after leftists violently shut down a conservative event. a mob interrupted a speaker critical of transgenderism on tuesday by pulling a campus fire alarm, breaking a window, writing graffiti in the building and other tactics, uw spokesperson victor balta confirmed in a statement shared with the daily caller news foundation and other news outlets. this follows years of similarly disruptive actions against conservatives and officials at the public university, which batla said is œcommitted to free exchange of ideas and the principles of academic freedom, in accordance with the first amendment. œif that was true, the university would deal with these ¦ violent protesters, uw science professor cliff mass told the dcnf in an phone interview. œtheyre just not doing it. mass publicly criticized the university last may, saying it œcaved to anti-israel protesters by agreeing to waive tuition for 20 students and other demands in exchange for clearing out an unlawful protest encampment on campus. œits pretty much the same thing, mass said about the protesters behavior that halted tuesdays event. leadership institute activist olivia krolczyk hosted the event indoors with the conservative group turning point usa and posted footage of protesters banging on doors and setting off a noise device. she canceled the event due to security concerns and wore protective gear provided by police while they escorted her away from the campus. uws balta said that the blame for tuesdays incident falls on protesters œwhose actions were disruptive and damaging but also on krolczyk. œinformed discussion and debate are encouraged on our campus, however, it is clear that presenters and disruptors are, in some cases, seeking to antagonize one another in ways that provide dramatic content for their social media feeds, balta said. œtuesdays scheduled speaker told the student newspaper that she was ˜excited the event was shut down, balta said. the spokesperson referenced a quote in which krolczyk said she was œalmost excited because backlash to the event œmeans were doing something right. multiple tense encounters at uw have stemmed from backlash to turning point usa. the groups uw chapter filmed an interaction with a pro-transgender critic in april 2023 who flipped a table and yelled a œnazi slur at organizers. when turning point activist jonathan choe went filming near the anti-israel encampment last may, protesters wearing black chased him and beat his personal security guard until his face bled. the university said it would investigate but did not report any arrests of the attackers. anti-israel protesters also interrupted a uw board of regents meeting in september by shouting chants at a jewish speaker, prompting the chair to adjourn the gathering, komo news reported. turning point usa called tuesdays incident œa clear assault on free speech. œwhile the university claims to uphold the first amendment, its failure to ensure a safe environment for open dialogue tells a different story, the organization said in an email. œits time for the university to honor its stated values and protect the rights of all students to engage in respectful, uninhibited discourse instead of placing the blame on the speaker. balta, the uw spokesperson, told the dcnf œthe situation is complex but that œthese kinds of disruptions are unacceptable and the ultimate responsibility falls on those who sought to shut down the event. œwe absolutely condemn anyone trying to disrupt another persons right to speak, and we will pursue disciplinary action if anyone is identified as having committed a crime, he said. œwe regularly debrief after events such as tuesdays to review our processes and opportunities to make them run more smoothly and safely. mass called uws accusation against krolczyk œvery unfair, and another uw professor came to her defense wednesday on x. œthe responsible thing to do is show some humility, apologize, kindly invite her back, address the root causes of the disruption, and do better next time. very simple, astronomy professor mario juric said. œinstead we publish a statement which, between the lines, reads as ˜well¦ shes had it coming, she shouldnt mouth off [too] much. œyesterday may have been attributed to lack of preparedness, but this is really difficult to interpret as coming in good faith, juric said. tuesdays chaos, one day after president donald trumps inauguration, echoes the uproar against an event at uw by right-wing commentator milo yiannopoulos on the day of trumps previous inauguration in jan. 2017. a crowd containing antifa agitators showed up to the campus and got into a brawl with trump supporters that involved fistfights, throwing paint bombs and rocks, and a trump supporter shooting an antifa protester in self-defense, nearly killing him. ana mari cauce has been uws president since 2015. last june, she announced plans to resign in 2025 and did not indicate this was in response to complaints about the encampment. œim hoping that the next president of the university of washington will have a more balanced view on freedom of speech, professor mass said. all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
" organizers and attendees at this weeks annual meeting of the world economic forum (wef) in davos, switzerland, had to have been shocked at the new tone from the united states after four years of subservient obeisance from joe biden and his ineffective emissaries. in a wide-ranging speech via videoconference on thursday, president donald trump essentially blew up the liberal world order consensus as it relates to the climate alarm agenda. after putting the conference on notice that the united states would again become a sovereign nation with secure borders, trump then turned to climate and energy policy. œi terminated the ridiculous and incredibly wasteful green new deal “ i call it the green new scam, trump began, œwithdrew from the one-sided paris climate accord and ended the insane and costly electric vehicle mandate. were going to let people buy the car they want to buy. it was an opening salvo that flew directly in the face of remarks made earlier in the week by the likes of european commission leader ursula von der leyen, john kerry, al gore, un secretary general antonio guterres and many others. but trump was far from done. œi declared a national energy emergency to unlock the liquid gold under our feet and pave the way for rapid approvals of new energy infrastructure, he informed the conference, adding, œthe united states has the largest amount of oil and gas of any country on earth, and were going to use it.  the message was crystal clear: the age of america conforming its energy and climate policies to fit the strictures of the liberal world order as formulated at international climate conferences organized by the wef and the united nations is over, at least for the next four years and possibly beyond that. it should be obvious to everyone by now that trump intends to completely reverse the biden green new deal agenda and implement policies designed to return the u.s. to the position of what he calls œenergy dominance achieved during trumps first presidency. the net-zero fantasy goal has gone completely off the rails over the last two years as both the esg and dei philosophies fell into disrepute. the fading of those interrelated leftwing religions led major energy companies and the banking community alike to place heavier focus on mounting and financing major energy projects designed to enhance energy and national security.  energy reality was already making a comeback before trump emerged triumphant in the 2024 election. despite these and other emerging realities, the wefs old guard came to davos armed with the same old rhetoric.  sec. gen. guterres, always eager to engage in laughable hyperbole, labeled the oil industry a œfrankenstein monster sparing nothing and no one as it sows what he calls œclimate chaos.  von der leyens bombast was no less absurd: œheat waves across asia. floods from brazil to indonesia, from africa to europe, wildfires in canada, greece and california, hurricanes in the us and the caribbean. climate change is still on top of the global agenda, she warned, sounding for all the world like bill murray and his fellow œghostbusters in the famous œdogs and cats living together “ mass hysteria! scene from the 1984 film. kerry was somewhat more muted, likely due to the fact that he no longer holds any official role in representing u.s. interests. gore essentially mailed it in, delivering virtually the same hyperbole-filled remarks he spewed to the 2024 conference.  but a pair of participants in a panel discussion held wednesday were much more realistic.  graham allison, a professor at the harvard kennedy school, warned his audience not to underestimate the new president. œtrump has done something no person in the world has ever done before, he said, adding, œa dead man, a dead politician has risen. this is the greatest comeback in political history of a politician. longtime political columnist walter russel mead added, œwe need to also factor in not only whos won, which is trump, but whos lost. which is to say, us. he isnt wrong, and the elitists who make up the liberal world order would do well to pay attention. whether they like it or not, their world has changed.  david blackmon is an energy writer and consultant based in texas. he spent 40 years in the oil and gas business, where he specialized in public policy and communications. the views and opinions expressed in this commentary are those of the author and do not reflect the official position of the daily caller news foundation.   all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
" republican florida sen. ashley moody, one of the newest members of the senate, will serve on key committees that put her in prime position to help advance president donald trumps nominees through the confirmation process. moody will serve on the senate judiciary committee, as well as the homeland security and government affairs committee and the congressional joint economic committee, among others. formerly floridas attorney general, moody  who was selected to fill secretary of state marco rubios senate seat  will be in prime position to help trumps fbi director nominee, kash patel, clear the confirmation process and become one of the most powerful law enforcement officials in the u.s.  ashley moody, then florida attorney general, speaks with the media following oral arguments were heard by the united states supreme court to determine whether the controversial florida and texas social media laws, which prohibits platforms from suspending the accounts of political candidates or media publications, can stand on february 26, 2024, in washington, d.c. (photo by jahi chikwendiu/the washington post via getty images) moody will also sit on the senate committee on aging, as well as the senate committee on health, education, labor and pensions. patel is currently scheduled to sit for a confirmation hearing in front of the senate judiciary committee on thursday of this upcoming week. if confirmed, patel has pledged to work to root out elements of the fbi that participated in or otherwise facilitated the weaponization of the bureau against american citizens and officials. before being tapped to take rubios spot in the senate, moody aligned herself with republican florida gov. ron desantis conservative policy agenda as his attorney general, and she also established herself as a fierce defender of trump. all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
" podcast host charlamagne tha god warned the democrats on friday and said that they are losing the cultural and political wars. during the final hours of his presidency on monday, former president joe biden issued preemptive pardons to dr. anthony fauci, gen. mark milley, and the members of the jan. 6 committee, saying they should not become œtargets of unjustified and politically motivated prosecutions. on œbrilliant idiots, charlamagne said that issuing these preemptive pardons was a misstep by the democrats. œi just want democrats to be smarter, and i want democrats to pay attention to what maga gets right. and i want them to start implementing some of that stuff on their own because theyre losing the cultural war, charlamagne said. œtheyre losing, you know, their political optics is just terrible.  charlemagne said the democrats are not just losing, they are also inadvertently validating every conspiracy theory. œright now, they have literally proved every conspiracy theorist right. you pardon, you do preemptive pardons for dr. fauci. biden, you did preemptive pardons for your whole fucking family, charlamagne said. these actions, charlamagne added, have handed endless ammunition to right-wing media outlets. œyou have done nothing but give right wing outlets content forever, charlamagne said. the pardon covers the period from 2014, during faucis tenure on the white house coronavirus task force and as chief medical advisor to biden. accusations that some people have made against fauci include misleading congress and dodging requests under the freedom of information act. biden also pardoned five of his family members, including his two brothers. he also commuted the sentences of 2,500 individuals convicted of violent offenses, some of whom were involved in incidents that resulted in the death of a police officer. president donald trump, during a press briefing this week, lambasted biden for pardoning his family, saying that such actions implied their guilt and would have endangered his own chances of re-election if he had done the same. (featured image media credit: screenshot/youtube/brilliant idiots) all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
"pete hegseth is the new secretary of defense thanks to a tie-breaking vote by vice president jd vance. the senate confirmed hegseth friday night, fox news reported. three republicans voted against the confirmation, which made the final vote 50-50. vances vote in favor of hegseth made him the new defense secretary. ðÿš¨ #breaking “ its official: jd vance has cast the tie breaking vote, confirming pete hegseth as secretary of defense, 51-50

congratulations secretary hegseth!

americas military has never been in better hands.
pic.twitter.com/wj86eeqhls the three republican nay-sayers were sens. lisa murkowski (r-alaska), susan collins (r-maine) and mitch mcconnell ( r-ky.) the former gop leader.  sen. thom tillis (r-s.c.) was not forthcoming in his support of hegseth, but eventually said hegseth had his vote. murkowski said infidelity, œallegations of sexual assault and excessive drinking as well as hegseths previous comments regarding women serving in the military were the top reasons for her œno vote.  concerned veterans for america (cva), the nonprofit advocacy group at the center of many of the accusations brought up during hegseths confirmation hearing, issued a statement regarding the nomination. œthe confirmation of pete hegseth as secretary of defense presents a real opportunity to prioritize the security and prosperity of our citizens, champion prudence and effectiveness in our defense strategy, and focus our department of defense on americas most vital interests, per the statement.  the new yorker reported in december that hegseth was forced out of cva due to allegations of financial mismanagement, sexual impropriety and personal misconduct.",5
" president donald trump pushed back on democratic los angeles mayor karen bass during a friday evening press conference, defending the idea that pacific palisades residents shouldnt have to wait for government assistance to fix their homes. first lady melania trump and the president traveled to southern californias pacific palisades on friday afternoon to visit one of the areas in los angeles county destroyed by the wildfires that began on jan. 7. during a press conference with state lawmakers and local officials, a local resident expressed frustration over how many homeowners had been unable to move forward on their properties. œthe number one thing that we are going to do immediately, and you will see this happen, is to clear out the debris. were concerned right now over the weekend because of the potential rain. but we are going to move as fast as we can. but we want you to be safe. we want you to be back in your homes immediately, bass said. trump jumped in. œbut the people are willing to clean out their own debris. it doesnt cost a lot, trump said. bass could be heard responding, œthey can, before trump continued, urging the democratic mayor to allow residents to fix their properties themselves, as they were requesting. œyou should let them do it. because by the time you hire contractors, its going to be two years. people are willing to get a dumpster and do it themselves and clean it out. theres not that much left. its all incinerated, trump said. œand, you know, its just going to take a long time if you do [it]. watch: œyou can do some of it. but a lot of these people, i know that guy right there thats talking. i know my people. youll be in that thing tonight, throwing the stuff away and your site will look perfect within 24 hours. thats what he wants to do, trump added. following the outbreak of the massive wildfires, thousands of residents were forced to flee their homes, with some not finding out their houses had burned down until days later. trump went on to advocate for one of the residents, saying he would have to wait months before he could begin fixing his property. œhe doesnt want to wait around for seven months till the city hires some demolition contract thats going to charge him $25,000 to do his lot. i think you have to  you have emergency powers just like i do. im exercising my emergency powers. you have to exercise them also, trump said. bass could be heard attempting to state that she œdid exercise her powers, but trump said that she had œvery powerful emergency power and you can do everything within 24 hours. when the fires broke out in los angeles county, bass faced massive backlash for being overseas in africa for the inauguration of ghanaian president john dramani mahama, despite having stated in 2021 that she would not leave the u.s. if elected. on her return, bass was confronted by sky news reporter david blevins, who asked if she owed œcitizens an apology for being absent while their homes were burning. the democratic mayor has also faced criticism for a lack of resources during the crisis, particularly after cutting the los angeles fire departments budget by $17.6 million for fiscal year 2024-2025, according to fox news. (featured image media credit: screenshot/fox news/jesse watters primetime) all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
" president donald trump on friday halted democratic california rep. brad shermans defense of using the federal emergency management agency (fema) for the aftermath of the wildfires, calling attention to how insurance companies have left the state. trump and first lady melania trump traveled to southern california on friday afternoon to tour areas devastated by the wildfires in early january, specifically seeing southern californias coastal town of pacific palisades. during a sit-down with state lawmakers and local officials, sherman defended fema, saying that the number of available resources to assist the state would shrink without the agencys involvement. œhow many people do you have in california? trump asked. œhow many million people do you have? you have 40 million people. youre not going to get a few thousand people. the problem with fema is they come from all over the country. they end up in arguments with your people from california because they want to do it a totally different way. i can live either way, but you havent gotten very much done with fema. all you have to do is look at north carolina. its one of the great disasters of all time. œyou know who came in and fixed north carolina or the process? other states. people from all over the country came. you have the same thing. you have a lot of people from all over the country. getting the people is not a problem. getting the organization is a big problem. fema is incompetently run, and it costs about three times more than it should cost, trump added. during an interview with fox news sean hannity on wednesday, trump first teased his disapproval of fema, saying that œall it does is complicate everything before adding that hed rather see states œtake care of their own problems. watch: on friday, trump elaborated about what he said were femas shortcomings, saying he hopes to œspend money on schools instead of giving money to bureaucracy, adding hes a builder and, at that, œa very good builder. œfema has a standard thats so slow. they want permit on permit on permit, and then they want permits on top of that. if you use fema, youll be here for a long time, trump added. œwhat im saying is get the city, get the state to give you immediate 24-hour permits. these people are going to build their own homes. theyre going to get them built fast. however, sherman pressed again, asking how residents affected by the fires would finance and rebuild their homes. trump could be heard attempting to answer the democratic lawmaker before sherman said that without trumps help, œtheyre only going to get $43,000 from the federal government. œwell, you know, you did something, brad, where every insurance company in the country left california. thats why you have no insurance, because you made it so impossible. people that think like you made it so impossible, trump said. œbrad, every insurance company   sherman jumped in again, saying he didnt know what the president knew about his œthinking, before trump said how hed never seen a state where so many homeowners didnt have insurance. œill tell you this. ive never seen a state where almost nobody has insurance. i said, ˜what happened? they said, like, six months ago, they all left. two years ago, they had different quadrants, but they left. you have very little insurance here. ive never seen anything like it, trump said. in march 2024, californias largest insurer, state farm, announced it would not renew 72,000 policies within the state, citing inflation and regulations that it said made operations unsustainable. while the announcement affected only 2% of state farms total policies, the insurer said the changes were necessary to better align with current risks, which had raised prices in the state. prior to state farms cut in 2023, the company announced in may that it would no longer accept new homeowner insurance applications. the california department of insurance told politico that climate change was the driving factor, making it œbeyond the states control. all content created by the daily caller news foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. all republished articles must include our logo, our reporters byline and their dcnf affiliation. for any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org.",5
"pete hegseth is the new secretary of defense thanks to a tie-breaking vote by vice president jd vance. the senate confirmed hegseth for the post friday night, fox news reported. three republicans voted against the confirmation, which made the final vote 50-50. vances vote in favor of hegseth made him the new defense secretary. ðÿš¨ #breaking “ its official: jd vance has cast the tie breaking vote, confirming pete hegseth as secretary of defense, 51-50

congratulations secretary hegseth!

americas military has never been in better hands.
pic.twitter.com/wj86eeqhls the three republican nay-sayers were sens. lisa murkowski (r-alaska), susan collins (r-maine) and mitch mcconnell ( r-ky.) the former gop leader.  sen. thom tillis (r-s.c.) was not forthcoming in his support of hegseth, but eventually said hegseth had his vote. murkowski said infidelity, œallegations of sexual assault and excessive drinking as well as hegseths previous comments regarding women serving in the military were the top reasons for her œno vote.  concerned veterans for america (cva), the nonprofit advocacy group at the center of many of the accusations brought up during hegseths confirmation hearing, issued a statement regarding the nomination. œthe confirmation of pete hegseth as secretary of defense presents a real opportunity to prioritize the security and prosperity of our citizens, champion prudence and effectiveness in our defense strategy, and focus our department of defense on americas most vital interests, per the statement.  the new yorker reported in december that hegseth was forced out of cva due to allegations of financial mismanagement, sexual impropriety and personal misconduct",5
